id,foi,country
637,0.0489,7
638,0.0489,7
639,0.0489,7
640,0.0489,7
641,0.0489,7
642,0.0489,7
643,0.0489,7
644,0.0489,7
645,0.0489,7
646,0.0489,7
647,0.0489,7
648,0.0489,7
649,0.0489,7
650,0.0489,7
651,0.0489,7
652,0.0489,7
653,0.0489,7
654,0.0489,7
655,0.0489,7
656,0.0489,7
657,0.0489,7
658,0.0489,7
659,0.0489,7
660,0.0489,7
661,0.0489,7
662,0.0489,7
663,0.0489,7
664,0.0489,7
665,0.0489,7
666,0.0489,7
667,0.0489,7
668,0.0489,7
669,0.0489,7
670,0.0489,7
671,0.0489,7
672,0.0489,7
673,0.0489,7
674,0.0489,7
675,0.0489,7
676,0.0489,7
677,0.0489,7
678,0.0489,7
679,0.0489,7
680,0.0489,7
681,0.0489,7
682,0.0489,7
683,0.0489,7
684,0.0489,7
685,0.0489,7
686,0.0489,7
687,0.0489,7
688,0.0489,7
689,0.0489,7
690,0.0489,7
691,0.0489,7
692,0.0489,7
693,0.0489,7
694,0.0489,7
695,0.0489,7
696,0.0489,7
697,0.0489,7
698,0.0489,7
699,0.0489,7
700,0.0489,7
701,0.0489,7
702,0.0489,7
703,0.0489,7
704,0.0489,7
705,0.0489,7
706,0.0489,7
707,0.0489,7
708,0.0489,7
709,0.0489,7
710,0.0489,7
711,0.0489,7
712,0.0489,7
713,0.0489,7
714,0.0489,7
715,0.0489,7
716,0.0489,7
717,0.0489,7
718,0.0489,7
719,0.0489,7
720,0.0489,7
721,0.0489,7
722,0.0489,7
723,0.0489,7
724,0.0489,7
725,0.0489,7
726,0.0489,7
727,0.0489,7
728,0.0489,7
729,0.0489,7
730,0.0489,7
731,0.0489,7
732,0.0489,7
733,0.0489,7
734,0.0489,7
735,0.0489,7
736,0.0489,7
737,0.0489,7
738,0.0489,7
739,0.0489,7
740,0.0489,7
741,0.0489,7
742,0.0489,7
743,0.0489,7
744,0.0489,7
745,0.0489,7
746,0.0489,7
747,0.0489,7
748,0.0489,7
749,0.0489,7
750,0.0489,7
751,0.0489,7
752,0.0489,7
753,0.0489,7
754,0.0489,7
755,0.0489,7
756,0.0489,7
757,0.0489,7
758,0.0489,7
759,0.0489,7
760,0.0489,7
761,0.0489,7
762,0.0489,7
763,0.0489,7
764,0.0489,7
765,0.0489,7
766,0.0489,7
767,0.0489,7
768,0.0489,7
769,0.0489,7
770,0.0489,7
771,0.0489,7
772,0.0489,7
773,0.0489,7
774,0.0489,7
775,0.0489,7
776,0.0489,7
777,0.0489,7
778,0.0489,7
779,0.0489,7
780,0.0489,7
781,0.0489,7
782,0.0489,7
783,0.0489,7
784,0.0489,7
785,0.0489,7
786,0.0489,7
787,0.0489,7
788,0.0489,7
789,0.0489,7
790,0.0489,7
791,0.0489,7
792,0.0489,7
793,0.0489,7
794,0.0489,7
795,0.0489,7
796,0.0489,7
797,0.0489,7
798,0.0489,7
799,0.0489,7
800,0.0489,7
801,0.0489,7
802,0.0489,7
803,0.0489,7
804,0.0489,7
805,0.0489,7
806,0.0489,7
807,0.0489,7
808,0.0489,7
809,0.0489,7
810,0.0489,7
811,0.0489,7
812,0.0489,7
813,0.0489,7
814,0.0489,7
815,0.0489,7
816,0.0489,7
817,0.0489,7
818,0.0489,7
819,0.0489,7
820,0.0489,7
821,0.0489,7
822,0.0489,7
823,0.0489,7
824,0.0489,7
825,0.0489,7
826,0.0489,7
827,0.0489,7
828,0.0489,7
829,0.0489,7
830,0.0489,7
831,0.0489,7
832,0.0489,7
833,0.0489,7
834,0.0489,7
835,0.0489,7
836,0.0489,7
837,0.0489,7
838,0.0489,7
839,0.0489,7
840,0.0489,7
841,0.0489,7
842,0.0489,7
843,0.0489,7
844,0.0489,7
845,0.0489,7
846,0.0489,7
847,0.0489,7
848,0.0489,7
849,0.0489,7
850,0.0489,7
851,0.0489,7
852,0.0489,7
853,0.0489,7
854,0.0489,7
855,0.0489,7
856,0.0489,7
857,0.0489,7
858,0.0489,7
859,0.0489,7
860,0.0489,7
861,0.0489,7
862,0.0489,7
863,0.0489,7
864,0.0489,7
865,0.0489,7
866,0.0489,7
867,0.0489,7
868,0.0489,7
869,0.0489,7
870,0.0489,7
871,0.0489,7
872,0.0489,7
873,0.0489,7
874,0.0489,7
875,0.0489,7
876,0.0489,7
877,0.0489,7
878,0.0489,7
879,0.0489,7
880,0.0489,7
881,0.0489,7
882,0.0489,7
883,0.0489,7
884,0.0489,7
885,0.0489,7
886,0.0489,7
887,0.0489,7
888,0.0489,7
889,0.0489,7
890,0.0489,7
891,0.0489,7
892,0.0489,7
893,0.0489,7
894,0.0489,7
895,0.0489,7
896,0.0489,7
897,0.0489,7
898,0.0489,7
899,0.0489,7
900,0.0489,7
901,0.0489,7
902,0.0489,7
903,0.0489,7
904,0.0489,7
905,0.0489,7
906,0.0489,7
907,0.0489,7
908,0.0489,7
909,0.0489,7
910,0.0489,7
911,0.0489,7
912,0.0489,7
913,0.0489,7
914,0.0489,7
915,0.0489,7
916,0.0489,7
917,0.0489,7
918,0.0489,7
919,0.0489,7
920,0.0489,7
921,0.0489,7
922,0.0489,7
923,0.0489,7
924,0.0489,7
925,0.0489,7
926,0.0489,7
927,0.0489,7
928,0.0489,7
929,0.0489,7
930,0.0489,7
931,0.0489,7
932,0.0489,7
933,0.0489,7
934,0.0489,7
935,0.0489,7
936,0.0489,7
937,0.0489,7
938,0.0489,7
939,0.0489,7
940,0.0489,7
941,0.0489,7
942,0.0489,7
943,0.0489,7
944,0.0489,7
945,0.0489,7
946,0.0489,7
947,0.0489,7
948,0.0489,7
949,0.0489,7
950,0.0489,7
951,0.0489,7
952,0.0489,7
953,0.0489,7
954,0.0489,7
955,0.0489,7
956,0.0489,7
957,0.0489,7
958,0.0489,7
959,0.0489,7
960,0.0489,7
961,0.0489,7
962,0.0489,7
963,0.0489,7
964,0.0489,7
965,0.0489,7
966,0.0489,7
967,0.0489,7
968,0.0489,7
969,0.0489,7
970,0.0489,7
971,0.0489,7
972,0.0489,7
973,0.0489,7
974,0.0489,7
975,0.0489,7
976,0.0489,7
977,0.0489,7
978,0.0489,7
979,0.0489,7
980,0.0489,7
981,0.0489,7
982,0.0489,7
983,0.0489,7
984,0.0489,7
985,0.0489,7
986,0.0489,7
987,0.0489,7
988,0.0489,7
989,0.0489,7
990,0.0489,7
991,0.0489,7
992,0.0489,7
993,0.0489,7
994,0.0489,7
995,0.0489,7
996,0.0489,7
997,0.0489,7
998,0.0489,7
999,0.0489,7
1000,0.0489,7
1001,0.0489,7
1002,0.0489,7
1003,0.0489,7
1004,0.0489,7
1005,0.0489,7
1006,0.0489,7
1007,0.0489,7
1008,0.0489,7
1009,0.0489,7
1010,0.0489,7
1011,0.0489,7
1012,0.0489,7
1013,0.0489,7
1014,0.0489,7
1015,0.0489,7
1016,0.0489,7
1017,0.0489,7
1018,0.0489,7
1019,0.0489,7
1020,0.0489,7
1021,0.0489,7
1022,0.0489,7
1023,0.0489,7
1024,0.0489,7
1025,0.0489,7
1026,0.0489,7
1027,0.0489,7
1028,0.0489,7
1029,0.0489,7
1030,0.0489,7
1031,0.0489,7
1032,0.0489,7
1033,0.0489,7
1034,0.0489,7
1035,0.0489,7
1036,0.0489,7
1037,0.0489,7
1038,0.0489,7
1039,0.0489,7
1040,0.0489,7
1041,0.0489,7
1042,0.0489,7
1043,0.0489,7
1044,0.0489,7
1045,0.0489,7
1046,0.0489,7
1047,0.0489,7
1048,0.0489,7
1049,0.0489,7
1050,0.0489,7
1051,0.0489,7
1052,0.0489,7
1053,0.0489,7
1054,0.0489,7
1055,0.0489,7
1056,0.0489,7
1057,0.0489,7
1058,0.0489,7
1059,0.0489,7
1060,0.0489,7
1061,0.0489,7
1062,0.0489,7
1063,0.0489,7
1064,0.0489,7
1065,0.0489,7
1066,0.0489,7
1067,0.0489,7
1068,0.0489,7
1069,0.0489,7
1070,0.0489,7
1071,0.0489,7
1072,0.0489,7
1073,0.0489,7
1074,0.0489,7
1075,0.0489,7
1076,0.0489,7
1077,0.0489,7
1078,0.0489,7
1079,0.0489,7
1080,0.0489,7
1081,0.0489,7
1082,0.0489,7
1083,0.0489,7
1084,0.0489,7
1085,0.0489,7
1086,0.0489,7
1087,0.0489,7
1088,0.0489,7
1089,0.0489,7
1090,0.0489,7
1091,0.0489,7
1092,0.0489,7
1093,0.0489,7
1094,0.0489,7
1095,0.0489,7
1096,0.0489,7
1097,0.0489,7
1098,0.0489,7
1099,0.0489,7
1100,0.0489,7
1101,0.0489,7
1102,0.0489,7
1103,0.0489,7
1104,0.0489,7
1105,0.0489,7
1106,0.0489,7
1107,0.0489,7
1108,0.0489,7
1109,0.0489,7
1110,0.0489,7
1111,0.0489,7
1112,0.0489,7
1113,0.0489,7
1114,0.0489,7
1115,0.0489,7
1116,0.0489,7
1117,0.0489,7
1118,0.0489,7
1119,0.0489,7
1120,0.0489,7
1121,0.0489,7
1122,0.0489,7
1123,0.0489,7
1124,0.0489,7
1125,0.0489,7
1126,0.0489,7
1127,0.0489,7
1128,0.0489,7
1129,0.0489,7
1130,0.0489,7
1131,0.0489,7
1132,0.0489,7
1133,0.0489,7
1134,0.0489,7
1135,0.0489,7
1136,0.0489,7
1137,0.0489,7
1138,0.0489,7
1139,0.0489,7
1140,0.0489,7
1141,0.0489,7
1142,0.0489,7
1143,0.0489,7
1144,0.0489,7
1145,0.0489,7
1146,0.0489,7
1147,0.0489,7
1148,0.0489,7
1149,0.0489,7
1150,0.0489,7
1151,0.0489,7
1152,0.0489,7
1153,0.0489,7
1154,0.0489,7
1155,0.0489,7
1156,0.0489,7
1157,0.0489,7
1158,0.0489,7
1159,0.0489,7
1160,0.0489,7
1161,0.0489,7
1162,0.0489,7
1163,0.0489,7
1164,0.0489,7
1165,0.0489,7
1166,0.0489,7
1167,0.0489,7
1168,0.0489,7
1169,0.0489,7
1170,0.0489,7
1171,0.0489,7
1172,0.0489,7
1173,0.0489,7
1174,0.0489,7
1175,0.0489,7
1176,0.0489,7
1177,0.0489,7
1178,0.0489,7
1179,0.0489,7
1180,0.0489,7
1181,0.0489,7
1182,0.0489,7
1183,0.0489,7
1184,0.0489,7
1185,0.0489,7
1186,0.0489,7
1187,0.0489,7
1188,0.0489,7
1189,0.0489,7
1190,0.0489,7
1191,0.0489,7
1192,0.0489,7
1193,0.0489,7
1194,0.0489,7
1195,0.0489,7
1196,0.0489,7
1197,0.0489,7
1198,0.0489,7
1199,0.0489,7
1200,0.0489,7
1201,0.0489,7
1202,0.0489,7
1203,0.0489,7
1204,0.0489,7
1205,0.0489,7
1206,0.0489,7
1207,0.0489,7
1208,0.0489,7
1209,0.0489,7
1210,0.0489,7
1211,0.0489,7
1212,0.0489,7
1213,0.0489,7
1214,0.0489,7
1215,0.0489,7
1216,0.0489,7
1217,0.0489,7
1218,0.0489,7
1219,0.0489,7
1220,0.0489,7
1221,0.0489,7
1222,0.0489,7
1223,0.0489,7
1224,0.0489,7
1225,0.0489,7
1226,0.0489,7
1227,0.0489,7
1228,0.0489,7
1229,0.0489,7
1230,0.0489,7
1231,0.0489,7
1232,0.0489,7
1233,0.0489,7
1234,0.0489,7
1235,0.0489,7
1236,0.0489,7
1237,0.0489,7
1238,0.0489,7
1239,0.0489,7
1240,0.0489,7
1241,0.0489,7
1242,0.0489,7
1243,0.0489,7
1244,0.0489,7
1245,0.0489,7
1246,0.0489,7
1247,0.0489,7
1248,0.0489,7
1249,0.0489,7
1250,0.0489,7
1251,0.0489,7
1252,0.0489,7
1253,0.0489,7
1254,0.0489,7
1255,0.0489,7
1256,0.0489,7
1257,0.0489,7
1258,0.0489,7
1259,0.0489,7
1260,0.0489,7
1261,0.0489,7
1262,0.0489,7
1263,0.0489,7
1264,0.0489,7
1265,0.0489,7
1266,0.0489,7
1267,0.0489,7
1268,0.0489,7
1269,0.0489,7
1270,0.0489,7
1271,0.0489,7
1272,0.0489,7
1273,0.0489,7
1274,0.0489,7
1275,0.0489,7
1276,0.0489,7
1277,0.0489,7
1278,0.0489,7
1279,0.0489,7
1280,0.0489,7
1281,0.0489,7
1282,0.0489,7
1283,0.0489,7
1284,0.0489,7
1285,0.0489,7
1286,0.0489,7
1287,0.0489,7
1288,0.0489,7
1289,0.0489,7
1290,0.0489,7
1291,0.0489,7
1292,0.0489,7
1293,0.0489,7
1294,0.0489,7
1295,0.0489,7
1296,0.0489,7
1297,0.0489,7
1298,0.0489,7
1299,0.0489,7
1300,0.0489,7
1301,0.0489,7
1302,0.0489,7
1303,0.0489,7
1304,0.0489,7
1305,0.0489,7
1306,0.0489,7
1307,0.0489,7
1308,0.0489,7
1309,0.0489,7
1310,0.0489,7
1311,0.0489,7
1312,0.0489,7
1313,0.0489,7
1314,0.0489,7
1315,0.0489,7
1316,0.0489,7
1317,0.0489,7
1318,0.0489,7
1319,0.0489,7
1320,0.0489,7
1321,0.0489,7
1322,0.0489,7
1323,0.0489,7
1324,0.0489,7
1325,0.0489,7
1326,0.0489,7
1327,0.0489,7
1328,0.0489,7
1329,0.0489,7
1330,0.0489,7
1331,0.0489,7
1332,0.0489,7
1333,0.0489,7
1334,0.0489,7
1335,0.0489,7
1336,0.0489,7
1337,0.0489,7
1338,0.0489,7
1339,0.0489,7
1340,0.0489,7
1341,0.0489,7
1342,0.0489,7
1343,0.0489,7
1344,0.0489,7
1345,0.0489,7
1346,0.0489,7
1347,0.0489,7
1348,0.0489,7
1349,0.0489,7
1350,0.0489,7
1351,0.0489,7
1352,0.0489,7
1353,0.0489,7
1354,0.0489,7
1355,0.0489,7
1356,0.0489,7
1357,0.0489,7
1358,0.0489,7
1359,0.0489,7
1360,0.0489,7
1361,0.0489,7
1362,0.0489,7
1363,0.0489,7
1364,0.0489,7
1365,0.0489,7
1366,0.0489,7
1367,0.0489,7
1368,0.0489,7
1369,0.0489,7
1370,0.0489,7
1371,0.0489,7
1372,0.0489,7
1373,0.0489,7
1374,0.0489,7
1375,0.0489,7
1376,0.0489,7
1377,0.0489,7
1378,0.0489,7
1379,0.0489,7
1380,0.0489,7
1381,0.0489,7
1382,0.0489,7
1383,0.0489,7
1384,0.0489,7
1385,0.0489,7
1386,0.0489,7
1387,0.0489,7
1388,0.0489,7
1389,0.0489,7
1390,0.0489,7
1391,0.0489,7
1392,0.0489,7
1393,0.0489,7
1394,0.0489,7
1395,0.0489,7
1396,0.0489,7
1397,0.0489,7
1398,0.0489,7
1399,0.0489,7
1400,0.0489,7
1401,0.0489,7
1402,0.0489,7
1403,0.0489,7
1404,0.0489,7
1405,0.0489,7
1406,0.0489,7
1407,0.0489,7
1408,0.0489,7
1409,0.0489,7
1410,0.0489,7
1411,0.0489,7
1412,0.0489,7
1413,0.0489,7
1414,0.0489,7
1415,0.0489,7
1416,0.0489,7
1417,0.0489,7
1418,0.0489,7
1419,0.0489,7
1420,0.0489,7
1421,0.0489,7
1422,0.0489,7
1423,0.0489,7
1424,0.0489,7
1425,0.0489,7
1426,0.0489,7
1427,0.0489,7
1428,0.0489,7
1429,0.0489,7
1430,0.0489,7
1431,0.0489,7
1432,0.0489,7
1433,0.0489,7
1434,0.0489,7
1435,0.0489,7
1436,0.0489,7
1437,0.0489,7
1438,0.0489,7
1439,0.0489,7
1440,0.0489,7
1441,0.0489,7
1442,0.0489,7
1443,0.0489,7
1444,0.0489,7
1445,0.0489,7
1446,0.0489,7
1447,0.0489,7
1448,0.0489,7
1449,0.0489,7
1450,0.0489,7
1451,0.0489,7
1452,0.0489,7
1453,0.0489,7
1454,0.0489,7
1455,0.0489,7
1456,0.0489,7
1457,0.0489,7
1458,0.0489,7
1459,0.0489,7
1460,0.0489,7
1461,0.0489,7
1462,0.0489,7
1463,0.0489,7
1464,0.0489,7
1465,0.0489,7
1466,0.0489,7
1467,0.0489,7
1468,0.0489,7
1469,0.0489,7
1470,0.0489,7
1471,0.0489,7
1472,0.0489,7
1473,0.0489,7
1474,0.0489,7
1475,0.0489,7
1476,0.0489,7
1477,0.0489,7
1478,0.0489,7
1479,0.0489,7
1480,0.0489,7
1481,0.0489,7
1482,0.0489,7
1483,0.0489,7
1484,0.0489,7
1485,0.0489,7
1486,0.0489,7
1487,0.0489,7
1488,0.0489,7
1489,0.0489,7
1490,0.0489,7
1491,0.0489,7
1492,0.0489,7
1493,0.0489,7
1494,0.0489,7
1495,0.0489,7
1496,0.0489,7
1497,0.0489,7
1498,0.0489,7
1499,0.0489,7
1500,0.0489,7
1501,0.0489,7
1502,0.0489,7
1503,0.0489,7
1504,0.0489,7
1505,0.0489,7
1506,0.0489,7
1507,0.0489,7
1508,0.0489,7
1509,0.0489,7
1510,0.0489,7
1511,0.0489,7
1512,0.0489,7
1513,0.0489,7
1514,0.0489,7
1515,0.0489,7
1516,0.0489,7
1517,0.0489,7
1518,0.0489,7
1519,0.0489,7
1520,0.0489,7
1521,0.0489,7
1522,0.0489,7
1523,0.0489,7
1524,0.0489,7
1525,0.0489,7
1526,0.0489,7
1527,0.0489,7
1528,0.0489,7
1529,0.0489,7
1530,0.0489,7
1531,0.0489,7
1532,0.0489,7
1533,0.0489,7
1534,0.0489,7
1535,0.0489,7
1536,0.0489,7
1537,0.0489,7
1538,0.0489,7
1539,0.0489,7
1540,0.0489,7
1541,0.0489,7
1542,0.0489,7
1543,0.0489,7
1544,0.0489,7
1545,0.0489,7
1546,0.0489,7
1547,0.0489,7
1548,0.0489,7
1549,0.0489,7
1550,0.0489,7
1551,0.0489,7
1552,0.0489,7
1553,0.0489,7
1554,0.0489,7
1555,0.0489,7
1556,0.0489,7
1557,0.0489,7
1558,0.0489,7
1559,0.0489,7
1560,0.0489,7
1561,0.0489,7
1562,0.0489,7
1563,0.0489,7
1564,0.0489,7
1565,0.0489,7
1566,0.0489,7
1567,0.0489,7
1568,0.0489,7
1569,0.0489,7
1570,0.0489,7
1571,0.0489,7
1572,0.0489,7
1573,0.0489,7
1574,0.0489,7
1575,0.0489,7
1576,0.0489,7
1577,0.0489,7
1578,0.0489,7
1579,0.0489,7
1580,0.0489,7
1581,0.0489,7
1582,0.0489,7
1583,0.0489,7
1584,0.0489,7
1585,0.0489,7
1586,0.0489,7
1587,0.0489,7
1588,0.0489,7
1589,0.0489,7
1590,0.0489,7
1591,0.0489,7
1592,0.0489,7
1593,0.0489,7
1594,0.0489,7
1595,0.0489,7
1596,0.0489,7
1597,0.0489,7
1598,0.0489,7
1599,0.0489,7
1600,0.0489,7
1601,0.0489,7
1602,0.0489,7
1603,0.0489,7
1604,0.0489,7
1605,0.0489,7
1606,0.0489,7
1607,0.0489,7
1608,0.0489,7
1609,0.0489,7
1610,0.0489,7
1611,0.0489,7
1612,0.0489,7
1613,0.0489,7
1614,0.0489,7
1615,0.0489,7
1616,0.0489,7
1617,0.0489,7
1618,0.0489,7
1619,0.0489,7
1620,0.0489,7
1621,0.0489,7
1622,0.0489,7
1623,0.0489,7
1624,0.0489,7
1625,0.0489,7
1626,0.0489,7
1627,0.0489,7
1628,0.0489,7
1629,0.0489,7
1630,0.0489,7
1631,0.0489,7
1632,0.0489,7
1633,0.0489,7
1634,0.0489,7
1635,0.0489,7
1636,0.0489,7
1637,0.0489,7
1638,0.0489,7
1639,0.0489,7
1640,0.0489,7
1641,0.0489,7
1642,0.0489,7
1643,0.0489,7
1644,0.0489,7
1645,0.0489,7
1646,0.0489,7
1647,0.0489,7
1648,0.0489,7
1649,0.0489,7
1650,0.0489,7
1651,0.0489,7
1652,0.0489,7
1653,0.0489,7
1654,0.0489,7
1655,0.0489,7
1656,0.0489,7
1657,0.0489,7
1658,0.0489,7
1659,0.0489,7
1660,0.0489,7
1661,0.0489,7
1662,0.0489,7
1663,0.0489,7
1664,0.0489,7
1665,0.0489,7
1666,0.0489,7
1667,0.0489,7
1668,0.0489,7
1669,0.0489,7
1670,0.0489,7
1671,0.0489,7
1672,0.0489,7
1673,0.0489,7
1674,0.0489,7
1675,0.0489,7
1676,0.0489,7
1677,0.0489,7
1678,0.0489,7
1679,0.0489,7
1680,0.0489,7
1681,0.0489,7
1682,0.0489,7
1683,0.0489,7
1684,0.0489,7
1685,0.0489,7
1686,0.0489,7
1687,0.0489,7
1688,0.0489,7
1689,0.0489,7
1690,0.0489,7
1691,0.0489,7
1692,0.0489,7
1693,0.0489,7
1694,0.0489,7
1695,0.0489,7
1696,0.0489,7
1697,0.0489,7
1698,0.0489,7
1699,0.0489,7
1700,0.0489,7
1701,0.0489,7
1702,0.0489,7
1703,0.0489,7
1704,0.0489,7
1705,0.0489,7
1706,0.0489,7
1707,0.0489,7
1708,0.0489,7
1709,0.0489,7
1710,0.0489,7
1711,0.0489,7
1712,0.0489,7
1713,0.0489,7
1714,0.0489,7
1715,0.0489,7
1716,0.0489,7
1717,0.0489,7
1718,0.0489,7
1719,0.0489,7
1720,0.0489,7
1721,0.0489,7
1722,0.0489,7
1723,0.0489,7
1724,0.0489,7
1725,0.0489,7
1726,0.0489,7
1727,0.0489,7
1728,0.0489,7
1729,0.0489,7
1730,0.0489,7
1731,0.0489,7
1732,0.0489,7
1733,0.0489,7
1734,0.0489,7
1735,0.0489,7
1736,0.0489,7
1737,0.0489,7
1738,0.0489,7
1739,0.0489,7
1740,0.0489,7
1741,0.0489,7
1742,0.0489,7
1743,0.0489,7
1744,0.0489,7
1745,0.0489,7
1746,0.0489,7
1747,0.0489,7
1748,0.0489,7
1749,0.0489,7
1750,0.0489,7
1751,0.0489,7
1752,0.0489,7
1753,0.0489,7
1754,0.0489,7
1755,0.0489,7
1756,0.0489,7
1757,0.0489,7
1758,0.0489,7
1759,0.0489,7
1760,0.0489,7
1761,0.0489,7
1762,0.0489,7
1763,0.0489,7
1764,0.0489,7
1765,0.0489,7
1766,0.0489,7
1767,0.0489,7
1768,0.0489,7
1769,0.0489,7
1770,0.0489,7
1771,0.0489,7
1772,0.0489,7
1773,0.0489,7
1774,0.0489,7
1775,0.0489,7
1776,0.0489,7
1777,0.0489,7
1778,0.0489,7
1779,0.0489,7
1780,0.0489,7
1781,0.0489,7
1782,0.0489,7
1783,0.0489,7
1784,0.0489,7
1785,0.0489,7
1786,0.0489,7
1787,0.0489,7
1788,0.0489,7
1789,0.0489,7
1790,0.0489,7
1791,0.0489,7
1792,0.0489,7
1793,0.0489,7
1794,0.0489,7
1795,0.0489,7
1796,0.0489,7
1797,0.0489,7
1798,0.0489,7
1799,0.0489,7
1800,0.0489,7
1801,0.0489,7
1802,0.0489,7
1803,0.0489,7
1804,0.0489,7
1805,0.0489,7
1806,0.0489,7
1807,0.0489,7
1808,0.0489,7
1809,0.0489,7
1810,0.0489,7
1811,0.0489,7
1812,0.0489,7
1813,0.0489,7
1814,0.0489,7
1815,0.0489,7
1816,0.0489,7
1817,0.0489,7
1818,0.0489,7
1819,0.0489,7
1820,0.0489,7
1821,0.0489,7
1822,0.0489,7
1823,0.0489,7
1824,0.0489,7
1825,0.0489,7
1826,0.0489,7
1827,0.0489,7
1828,0.0489,7
1829,0.0489,7
1830,0.0489,7
1831,0.0489,7
